Index,Average infiltration rate,High Low Inf,High Med Low Inf,Area,Contributing area,Drainage Area Ratio,Age,Ponding depth,Inlet condition,Outlet condition,Underdrain,% Residential,% Commercial,% Industrial,% Institutional,% Vegetation_shrub,% Vegetation_tree,% Vegetation_grass,% Vegetation_prairie,% Vegetation_bare,% Vegetation_other,Underlying soil_% sand,Underlying soil_% silt,Underlying soil_% clay,Underlying soil_% urban/disturbed,Underlying soil_% other/undefined,Underlying soil_% organic matter,Evidence of poor infiltration,% of surface with poor infiltration,Vegetation condition,Inlet feature_Curb Cut,Inlet feature_Other,Inlet feature_Overland Flow,Inlet feature_Pipe,Outlet feature_Other,Outlet feature_Overland Flow,Outlet feature_Pipe,Outlet feature_Riser Pipe,Area_PC,LandUse_PC_1,LandUse_PC_2,Veg_PC_1,Veg_PC_2,Soil_PC_1,Soil_PC_2,PoorInf_PC,Inlet_PC_1,Inlet_PC_2,Outlet_PC_1,Outlet_PC_2
MN_2022_09,10.89423018,1,2,3958,5227,1,7,0,3,3,1,0,90,0,10,0,10,20,70,0,0,26,16,3,50,5,0.02,0,0,3,0,0,1,0,0,0,0,1,-0.387477184,-0.948088686,-2.020727488,0.531071202,0.527521828,-0.909459195,0.415782485,-0.453104679,1.503979743,0.32513045,1.132348543,-0.169598565
MN_2022_10,0.05,0,1,6662,191664,29,17,18,3,2,0,10,60,10,20,0,10,10,70,10,0,2,8,21,64,5,0,1,5,3,1,0,0,0,1,0,0,0,-0.077849325,-0.673196433,-1.245570182,0.779665371,-0.000678926,-0.46939113,1.346311535,1.86157127,-1.32654488,1.153340056,-0.932872823,1.481934936
NY_2022_01,6.93211212,0,2,1435,101495,71,3,14,3,3,1,100,0,0,0,10,10,50,20,0,10,4,7,4,80,5,0.07,1,5,3,0,0,0,1,0,0,0,1,-0.37465232,-1.584929077,1.567322529,-1.132852576,0.791674775,-1.42442993,1.346589598,1.86157127,-0.603700978,-1.858377407,1.132348543,-0.169598565
NY_2022_02,11.91186594,1,2,20550,37026,2,3,6,3,3,1,90,10,0,0,10,10,70,0,10,0,3,18,18,61,0,0.31,0,0,3,1,0,0,0,0,0,0,1,0.290127437,-1.548034441,1.184722748,-1.774183619,0.845355257,-0.206292594,1.245158478,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2022_03,12.39162876,1,2,260,1045,4,5,13.5,2,2,1,0,0,100,0,40,10,30,20,0,0,14,59,27,0,0,0.5,0,0,3,0,0,1,0,0,0,0,1,-0.535066305,-0.777054142,-0.712577954,-1.300118025,-0.428277863,2.152976754,0.403773724,-0.453104679,1.503979743,0.32513045,1.132348543,-0.169598565
NY_2022_04,29.2818312,1,3,116,392,3,5,6,3,3,1,0,100,0,0,20,10,0,0,0,70,8,1,1,80,10,0.04,0,0,3,1,0,0,0,0,0,0,1,-0.541442665,-1.215982716,-2.25867528,-0.898865385,-0.532728243,-1.801608323,1.242874512,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2022_05,0.58873903,0,1,2423,46696,19,5,5,3,3,0,100,0,0,0,30,0,70,0,0,0,57,32,11,0,0,59.38,0,0,3,0,0,1,0,0,0,0,1,-0.400377822,-1.584929077,1.567322529,-1.976918818,0.919829916,0.268824093,-0.581256113,-0.453104679,1.503979743,0.32513045,1.132348543,-0.169598565
NY_2022_06,3.943409436,0,1,2697,16901,6,14,6,3,3,1,0,0,0,100,40,10,10,0,30,10,41,42,17,0,0,0.53,1,80,3,0,0,1,0,0,0,0,1,-0.423236562,1.462957592,0.12080264,-1.122533217,-1.839989808,1.088827053,-0.442222789,6.354207755,1.503979743,0.32513045,1.132348543,-0.169598565
NY_2022_07,21.7842084,1,3,937,12110,13,9,8,2,3,1,0,50,50,0,40,10,0,0,30,20,8,1,1,80,10,0.04,0,0,3,1,0,0,0,0,0,0,1,-0.496035067,-0.996518429,-1.485626617,-0.96166946,-2.044485268,-1.801608323,1.242874512,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2022_09,13.80753144,1,2,870,23217,27,1,0,3,3,1,50,50,0,0,20,10,50,20,0,0,14,0,0,0,86,0.06,1,5,3,0,0,0,1,0,0,0,1,-0.48535594,-1.400455897,-0.345676375,-1.29585023,0.521354202,-1.633214889,0.771863273,1.86157127,-0.603700978,-1.858377407,1.132348543,-0.169598565
NY_2022_10,16.724376,1,3,1324,12937,10,13,4,3,3,1,0,100,0,0,10,40,0,10,0,40,0,0,0,0,100,0,1,7,3,1,0,0,0,0,0,0,1,-0.480400562,-1.215982716,-2.25867528,-1.165172325,-1.12083663,-1.706699594,1.266428122,1.98137491,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2022_11,28.6015176,1,3,646,3136,5,11,2.8,3,3,1,100,0,0,0,0,0,0,0,0,100,94,3,3,0,0,0.29,0,0,3,1,0,0,0,0,0,0,1,-0.517750484,-1.584929077,1.567322529,-0.361879554,0.299323412,-0.936220915,-2.074866696,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2022_12,31.98526162,1,3,2842,236095,83,8,7.9,3,3,1,0,0,100,0,0,0,0,90,10,0,38,41,21,0,0,1.35,0,0,3,0,0,0,1,0,0,0,1,-0.172955305,-0.777054142,-0.712577954,1.558853591,0.117841269,1.236694589,-0.327825331,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
NY_2022_13,3.61648888,0,1,90,2744,30,9,4,1,3,0,70,30,0,0,60,0,0,30,0,10,4,39,50,0,7,0.59,0,0,3,0,0,1,0,0,0,0,1,-0.537549059,-1.474245169,0.419523187,-0.72886457,-1.275192306,2.478567216,0.861910717,-0.453104679,1.503979743,0.32513045,1.132348543,-0.169598565
NY_2022_14,10.4848216,1,2,400,6578,16,7,6,3,3,0,0,10,0,90,60,0,0,30,0,10,0,0,0,0,100,0,0,0,3,0,0,0,1,0,0,0,1,-0.522590525,1.195063562,-0.117145152,-0.72886457,-1.275192306,-1.706699594,1.266428122,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
NY_2022_15,3.0436947,0,1,205,1307,6,12,7.1,3,3,1,100,0,0,0,0,0,0,75,0,25,14,17,6,60,3,0.21,0,0,3,1,0,0,0,0,1,0,0,-0.536739392,-1.584929077,1.567322529,1.165622724,0.417842704,-0.806210781,0.866396491,-0.453104679,-1.32654488,1.153340056,-1.758410702,-0.98358954
NY_2022_16,14.18666454,1,3,2230,17947,8,7,3.5,3,2,1,0,0,0,100,0,0,100,0,0,0,15,11,4,70,0,0.2,0,0,3,1,0,0,0,0,0,0,1,-0.440024877,1.462957592,0.12080264,-1.970517126,2.344278014,-1.176176684,0.901397838,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2023_01,8.5124304,0,2,348,1126,3,9,6,3,3,1,10,40,0,50,0,10,0,90,0,0,20,8,3,69,0,0.1,0,0,3,1,0,0,0,0,0,0,1,-0.531655029,0.086592802,-0.686336539,1.260132657,0.150136052,-1.319989127,0.739301478,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2023_02,16.949985,1,3,8500,1000,0,7,3,3,3,1,0,0,0,100,30,10,0,0,0,60,37,40,23,0,0,0.55,0,0,3,1,0,0,0,0,1,0,0,-0.216135519,1.462957592,0.12080264,-1.061863039,-0.803048816,1.296870377,-0.292773888,-0.453104679,-1.32654488,1.153340056,-1.758410702,-0.98358954
NY_2023_03,7.500720848,0,2,18735,52409,3,17,3.5,3,3,1,50,0,0,50,60,40,0,0,0,0,76,18,6,0,0,0.5,1,10,3,0,0,1,0,0,0,0,1,0.236577549,-0.060985742,0.844062584,-2.183827568,-2.488242065,-0.268480029,-1.528898432,2.161080369,1.503979743,0.32513045,1.132348543,-0.169598565
NY_2023_04,12.53833938,1,2,26136,855000,33,9,10,3,3,1,0,0,0,100,40,0,20,40,0,0,59,30,11,0,0,0.51,0,0,3,1,0,0,0,0,0,0,1,1.397327366,1.462957592,0.12080264,-0.520929805,-0.309757669,0.3869685,-1.002931181,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2023_05,17.5592237,1,3,220,2365,11,7,3,2,2,1,0,100,0,0,90,10,0,0,0,0,37,33,15,0,15,0.8,0,0,3,1,0,0,0,0,1,0,0,-0.534574711,-1.215982716,-2.25867528,-2.039848967,-2.424972251,0.59868519,-0.244011153,-0.453104679,-1.32654488,1.153340056,-1.758410702,-0.98358954
NY_2023_06,12.84580952,1,2,245,855,3,6,2,3,3,1,0,70,0,30,75,10,0,0,0,15,5,7,4,79,5,0.1,0,0,3,1,0,0,0,0,0,0,1,-0.535940832,-0.412300624,-1.544831904,-1.795352485,-2.019491392,-1.416399422,1.308101193,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2023_07,15.26176279,1,3,75,1100,15,10,2,3,3,1,30,70,0,0,40,0,0,40,0,20,14,17,6,60,3,0.2,0,0,3,1,0,0,0,0,1,0,0,-0.541219467,-1.326666625,-1.110875937,-0.199202291,-0.718748589,-0.806178729,0.866334843,-0.453104679,-1.32654488,1.153340056,-1.758410702,-0.98358954
NY_2023_08,14.82658452,1,3,2188,7700,4,11,6,3,3,1,0,0,0,100,90,10,0,0,0,0,66,24,10,0,0,0.3,0,0,3,0,0,0,1,0,0,0,1,-0.453124923,1.462957592,0.12080264,-2.039848967,-2.424972251,0.129564414,-1.215159357,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
NY_2023_09,21.38595147,1,3,2314,61000,26,10,5,3,3,1,100,0,0,0,95,5,0,0,0,0,26,48,21,0,5,0.6,0,0,3,0,0,0,1,0,0,0,1,-0.38846421,-1.584929077,1.567322529,-2.015852533,-2.414427282,1.459692875,0.049943197,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
NY_2023_10,16.4566748,1,3,615,48000,78,11,6,3,2,1,0,0,0,100,95,5,0,0,0,0,41,42,17,0,0,0.5,0,0,3,1,0,0,0,0,0,0,1,-0.463897879,1.462957592,0.12080264,-2.015852533,-2.414427282,1.088923209,-0.442407734,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2023_11,9.483800176,0,2,984,20593,21,6,24,1,3,0,100,0,0,0,100,0,0,0,0,0,26,62,12,0,0,0.9,0,0,3,0,0,0,1,0,1,0,0,-0.484308513,-1.584929077,1.567322529,-1.991856099,-2.403882313,1.560881078,-0.025825709,-0.453104679,-0.603700978,-1.858377407,-1.758410702,-0.98358954
NY_2023_12,13.19451817,1,2,7700,8400,1,16,6,3,2,1,0,0,0,100,40,10,0,50,0,0,65,18,12,0,5,0.6,0,0,3,0,0,0,1,0,0,0,1,-0.239017468,1.462957592,0.12080264,-0.206525842,-0.994356527,-0.016461308,-1.143442582,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
NY_2023_13,16.49093148,1,3,436,3297,8,9,3,3,3,0,0,40,0,60,20,10,0,50,0,20,7,2,1,80,10,0.4,0,0,3,0,0,0,1,0,0,1,0,-0.525453033,0.391381469,-0.830988528,0.119469467,-0.453715382,-1.767489674,1.274469529,-0.453104679,-0.603700978,-1.858377407,-1.020138766,2.727830518
NY_2023_14,13.82039236,1,3,4318,12877,3,9,8,3,2,1,50,50,0,0,50,0,0,50,0,0,20,8,3,69,0,0.1,0,0,3,1,0,0,0,0,0,0,1,-0.365046903,-1.400455897,-0.345676375,-0.158532975,-0.973266589,-1.319989127,0.739301478,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2023_15,8.9712508,0,2,2535,23700,9,11,6,3,3,1,30,0,0,70,0,0,0,90,0,10,41,42,17,0,0,0.5,0,0,2,0,0,0,1,0,0,0,1,-0.421872449,0.548591592,0.554758606,1.471123179,0.441546562,1.088923209,-0.442407734,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
NY_2023_16,6.69432712,0,1,4334,39000,9,2,12,2,3,1,80,10,0,10,0,0,0,100,0,0,38,41,21,0,0,1.4,0,0,2,0,0,0,1,0,0,0,1,-0.335544857,-1.243245774,1.040070759,1.67479015,0.457349135,1.236534329,-0.327517089,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
NY_2023_17,16.48054853,1,3,6049,39000,6,2,12,3,2,1,80,10,0,10,0,0,0,100,0,0,38,41,21,0,0,1.4,0,0,2,0,0,0,1,0,0,0,1,-0.269343755,-1.243245774,1.040070759,1.67479015,0.457349135,1.236534329,-0.327517089,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
NY_2023_18,6.216421147,0,1,800,29700,37,12,4,3,3,1,0,60,0,40,0,0,100,0,0,0,14,12,4,70,0,0.3,0,0,2,1,0,0,0,0,0,0,1,-0.480160906,-0.144406593,-1.306884112,-1.970517126,2.344278014,-1.141224686,0.931389999,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
NY_2023_19,15.24274967,1,3,5081,39000,8,10,6,2,3,1,70,0,0,30,10,40,0,40,0,10,40,43,17,0,0,0.5,0,0,3,0,0,0,1,0,0,0,1,-0.306683072,-0.670563076,1.133366562,-0.554171414,-1.073428913,1.124195725,-0.413032056,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
OH_2022_01,6.77691558,0,1,12000,1089000,91,7,19.2,3,3,1,0,0,0,100,0,0,50,50,0,0,7,48,41,0,4,0.26,0,0,3,0,1,0,0,0,0,1,0,1.108594201,1.462957592,0.12080264,-0.147863488,1.400813574,2.394886817,0.706084539,-0.453104679,-0.219522807,-0.197981389,-1.020138766,2.727830518
OH_2022_02,7.20282024,0,2,4000,304920,76,7,0,3,3,0,70,0,0,30,0,0,90,0,10,0,7,48,41,0,4,0.26,0,0,3,0,0,0,1,1,0,0,0,-0.053968203,-0.670563076,1.133366562,-1.721922957,1.81607726,2.394886817,0.706084539,-0.453104679,-0.603700978,-1.858377407,-0.932872823,1.481934936
OH_2022_04,17.929098,1,3,2900,78408,27,6,8.4,3,3,1,100,0,0,0,30,10,50,0,0,0,24,3,3,70,0,0.11,0,0,3,1,0,0,0,0,0,1,0,-0.34676892,-1.584929077,1.567322529,-1.866181825,0.219428485,-1.504510425,0.631158086,-0.453104679,-1.32654488,1.153340056,-1.020138766,2.727830518
OH_2022_05,2.342688228,0,1,131000,958320,7,6,12,3,3,1,30,30,0,40,0,10,40,40,0,0,1,1,1,70,27,0.01,0,0,3,0,0,1,0,0,0,1,0,5.571064672,-0.255090501,-0.159084769,-0.401657223,0.889105031,-1.809710481,1.456948256,-0.453104679,1.503979743,0.32513045,-1.020138766,2.727830518
OH_2022_06,16.5401244,1,3,6000,261360,44,6,9.6,2,3,0,80,0,20,0,20,0,80,0,0,0,41,25,9,25,0,0.16,0,0,3,1,0,0,0,0,0,0,1,-0.026534703,-1.42335409,1.111342433,-1.974784921,1.394645948,-0.084323007,-0.254492517,-0.453104679,-1.32654488,1.153340056,1.132348543,-0.169598565
OH_2022_07,50,1,3,1000,174240,174,6,9.6,3,3,1,0,0,0,100,0,10,90,0,0,0,19,50,31,0,0,0.3,0,0,3,0,0,1,0,1,0,0,0,-0.303578611,1.462957592,0.12080264,-2.020643891,1.848372043,2.021933451,0.27687763,-0.453104679,1.503979743,0.32513045,-0.932872823,1.481934936
OH_2022_09,18.68311224,1,3,4000,130680,33,6,0,3,2,1,0,0,0,100,0,0,0,90,0,10,17,47,36,0,0,0.46,0,0,2,0,0,1,0,0,0,1,0,-0.246869768,1.462957592,0.12080264,1.471123179,0.441546562,2.147813456,0.363134436,-0.453104679,1.503979743,0.32513045,-1.020138766,2.727830518
OH_2022_10,11.03100156,1,2,4000,65340,16,8,0,2,2,0,70,30,0,0,40,0,0,10,0,50,1,1,1,70,27,0.01,0,0,2,0,0,1,0,1,0,0,0,-0.31928394,-1.474245169,0.419523187,-0.810203202,-0.766156306,-1.809710481,1.456948256,-0.453104679,1.503979743,0.32513045,-0.932872823,1.481934936
OH_2022_12,50,1,3,8000,130680,16,6,0,3,3,1,0,100,0,0,20,10,0,0,0,70,0,0,0,0,100,0,0,0,3,1,0,0,0,0,0,1,0,-0.093334658,-1.215982716,-2.25867528,-0.898865385,-0.532728243,-1.706699594,1.266428122,-0.453104679,-1.32654488,1.153340056,-1.020138766,2.727830518
OH_2022_13,12.93021036,1,2,2300,130680,57,6,0,3,2,1,0,30,0,70,0,10,0,70,10,10,0,0,0,100,0,0,0,0,3,0,0,1,0,0,0,1,0,-0.310663536,0.6592755,-0.593040736,0.940529128,-0.205174386,-1.993101538,1.59851492,-0.453104679,1.503979743,0.32513045,-1.020138766,2.727830518
OH_2022_14,50,1,3,16000,21780,1,6,16.8,3,3,1,0,100,0,0,10,0,0,10,0,80,24,3,3,70,0,0.08,0,0,3,0,0,1,0,1,0,0,0,0.097161099,-1.215982716,-2.25867528,-0.321210238,0.044805412,-1.504414269,0.630973141,-0.453104679,1.503979743,0.32513045,-0.932872823,1.481934936
OH_2022_16,18.3826404,1,3,2300,43560,19,6,10.8,3,3,1,30,0,0,70,0,30,0,60,10,0,95,1,4,0,0,0.28,0,0,3,1,0,0,0,0,0,1,0,-0.40854906,0.548591592,0.554758606,0.314881114,-0.803797979,-0.96029182,-2.099000207,-0.453104679,-1.32654488,1.153340056,-1.020138766,2.727830518
OH_2022_17,50,1,3,800,43560,54,5,6,3,3,1,60,20,0,20,0,0,0,40,0,60,19,50,31,0,0,0.3,0,0,3,1,0,0,0,0,0,1,0,-0.463635667,-0.901562471,0.51281899,0.452788327,0.362533701,2.021933451,0.27687763,-0.453104679,-1.32654488,1.153340056,-1.020138766,2.727830518
OH_2022_18,9.08218656,0,2,5000,130680,26,6,6,2,1,1,0,0,0,100,10,0,0,90,0,0,0,0,0,0,100,80.28,0,0,2,0,0,1,0,0,0,1,0,-0.208725114,1.462957592,0.12080264,1.308125525,0.17122599,-1.964012117,1.761340906,-0.453104679,1.503979743,0.32513045,-1.020138766,2.727830518
OH_2022_19,6.55227036,0,1,7000,130680,19,6,18,3,3,1,0,0,0,100,30,0,0,60,10,0,7,65,28,0,0,0.73,1,40,2,0,0,1,0,0,0,1,0,-0.131827128,1.462957592,0.12080264,0.458859716,-0.740528165,2.410316736,0.616125197,3.958134963,1.503979743,0.32513045,-1.020138766,2.727830518
OH_2023_02,4.40219592,0,1,15200,60000,4,6,0,3,3,1,100,0,0,0,0,15,50,15,20,0,49,13,13,25,0,0.31,0,0,2,0,0,1,0,0,1,0,0,0.107912594,-1.584929077,1.567322529,-1.001722844,0.260978219,-0.322305675,-0.467357953,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_03,7.71982988,0,2,5500,50000,9,5,0,3,3,0,40,0,0,60,0,0,0,70,30,0,14,44,22,0,20,0.6,0,0,3,0,0,1,0,0,1,0,0,-0.278416393,0.243802925,0.699410595,1.326980473,-0.561174462,1.286105225,0.497407198,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_04,10.36840446,1,2,53000,3600000,68,7,0,3,3,0,0,0,0,100,0,15,0,85,0,0,25,23,17,35,0,0.23,0,0,3,0,0,1,0,0,1,0,0,5.421531963,1.462957592,0.12080264,1.052803911,-0.003470489,0.135177576,0.351357106,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_05,18.9704596,1,3,1830,27000,15,9,15,3,3,1,0,0,0,100,25,15,40,0,20,0,20,51,29,0,0,0.4,0,0,3,0,0,1,0,0,1,0,0,-0.4450892,1.462957592,0.12080264,-1.553853679,-0.643022531,1.964001296,0.237510804,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_06,13.6673056,1,2,1250,20000,16,9,15,3,3,1,0,0,0,100,25,0,0,45,30,0,20,51,29,0,0,0.4,0,0,3,0,0,1,0,0,1,0,0,-0.475078684,1.462957592,0.12080264,0.41031891,-1.276482324,1.964001296,0.237510804,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_07,16.62,1,3,10000,140000,14,6,12,3,3,1,0,0,0,100,10,0,80,10,0,0,5,47,48,0,0,0.27,0,0,3,0,0,1,0,0,1,0,0,-0.005883704,1.462957592,0.12080264,-1.608120296,1.680769093,2.705727362,0.778117038,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_08,14.02323441,1,3,4400,100000,23,9,8,3,3,1,0,40,0,60,20,20,15,15,30,0,19,3,3,70,5,0.09,0,0,3,0,0,1,0,0,1,0,0,-0.265545521,0.391381469,-0.830988528,-0.782459853,-1.464807585,-1.530759541,0.807797196,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_09,10.48577087,1,2,5000,110000,22,5,8,3,3,1,0,0,0,100,40,10,0,45,5,0,24,3,3,70,0,0.09,0,0,3,0,0,1,0,0,1,0,0,-0.23152404,1.462957592,0.12080264,-0.264494122,-1.16411046,-1.504446321,0.631034789,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_10,21.46397731,1,3,12300,215000,17,2.5,13,3,2,1,0,0,0,100,30,0,60,0,10,0,0,0,0,100,0,0,1,5,3,0,0,1,0,0,1,0,0,0.164933092,1.462957592,0.12080264,-1.728324649,0.391629162,-1.993101538,1.59851492,1.86157127,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_11,17.90642088,1,3,4500,120000,27,5,8.5,3,3,1,0,0,0,100,0,10,30,60,0,0,24,3,3,70,0,0.09,0,0,3,0,0,1,0,0,1,0,0,-0.2396095,1.462957592,0.12080264,0.166540475,0.716214716,-1.504446321,0.631034789,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_12,11.0090331,1,2,4000,130000,33,6,7,3,3,1,0,0,0,100,0,5,55,40,0,0,6,46,48,0,0,0.49,0,0,3,0,0,1,0,0,1,0,0,-0.247608006,1.462957592,0.12080264,-0.537457598,1.341553477,2.669749704,0.750097623,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_13,32.00799517,1,3,15000,170000,11,5,8.5,3,3,1,0,0,0,100,10,20,70,0,0,0,5,44,44,0,7,0.25,0,0,3,0,0,1,0,0,1,0,0,0.220191403,1.462957592,0.12080264,-2.072904552,0.87765004,2.377367101,0.798616103,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_14,6.375,0,1,1900,30000,16,8,11,3,3,1,100,0,0,0,0,25,65,10,0,0,24,3,3,70,0,0.09,0,0,2,0,0,1,0,0,1,0,0,-0.439032582,-1.584929077,1.567322529,-1.73130331,0.9158202,-1.504446321,0.631034789,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_15,5.95,0,1,10000,30000,3,6,0,3,3,0,100,0,0,0,0,20,15,55,10,0,16,30,12,34,8,1.29,0,0,3,0,0,1,0,0,1,0,0,-0.126260995,-1.584929077,1.567322529,0.182742515,-0.213545564,0.112502819,0.634270609,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_16,9.20407608,0,2,9000,55000,6,7,0,2,3,1,0,100,0,0,0,0,90,0,10,0,0,0,0,100,0,0,0,0,2,0,0,1,0,0,1,0,0,-0.137612374,-1.215982716,-2.25867528,-1.721922957,1.81607726,-1.993101538,1.59851492,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_17,4,0,1,22000,85000,4,5,0,2,3,1,100,0,0,0,0,0,100,0,0,0,39,24,12,25,0,0.3,0,0,3,0,0,1,0,0,1,0,0,0.398576342,-1.584929077,1.567322529,-1.970517126,2.344278014,0.019281981,-0.178966638,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_18,6.52,0,1,52000,62000,1,7,15,3,3,1,0,0,50,50,15,10,75,0,0,0,10,11,9,70,0,0.11,0,0,2,0,0,1,0,0,1,0,0,1.535945639,0.342951725,-0.295887657,-2.023844737,1.136147994,-0.943677833,1.07424047,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_19,5.58558548,0,1,48000,120000,3,7,20,3,3,1,0,40,0,60,0,0,0,100,0,0,10,11,9,70,0,0.11,0,0,3,0,0,1,0,0,1,0,0,1.444073548,0.391381469,-0.830988528,1.67479015,0.457349135,-0.943677833,1.07424047,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_20,18.31067284,1,3,9000,70000,8,7,26,3,3,1,0,0,0,100,15,5,80,0,0,0,10,11,9,70,0,0.11,0,0,3,0,0,1,0,0,1,0,0,-0.121153812,1.462957592,0.12080264,-1.998781354,1.384100979,-0.943677833,1.07424047,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
OH_2023_21,3.988267614,0,1,950,30000,32,10,0,3,3,0,0,0,0,100,0,10,70,10,10,0,11,31,23,35,0,0.37,1,5,3,0,0,1,0,0,1,0,0,-0.474456983,1.462957592,0.12080264,-1.407518994,1.131478402,0.695561441,0.795302566,1.86157127,1.503979743,0.32513045,-1.758410702,-0.98358954
WI_2022_01,6.20360964,0,1,13412,252648,19,13,12,1,2,1,30,10,40,20,0,0,0,100,0,0,18,42,40,0,0,0.13,0,0,3,0,0,0,1,0,0,0,1,0.249073016,-0.615307133,-0.016541423,1.67479015,0.457349135,2.158276893,0.352939625,-0.453104679,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2022_02,22.181058,1,3,580,3485,6,8,12,2,3,0,0,0,0,100,40,0,0,30,10,20,91,2,7,0,0,0.75,0,0,2,0,0,1,0,0,1,0,0,-0.519842361,1.462957592,0.12080264,-0.31513885,-1.058256455,-0.787199512,-1.962688577,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
WI_2022_03,50,1,3,3181,10454,3,8,13,2,1,0,0,0,0,100,0,0,0,0,70,30,92,2,6,0,0,0.1,0,0,2,0,0,1,0,0,1,0,0,-0.411739956,1.462957592,0.12080264,0.252233326,-1.96661364,-0.831558216,-2.001375212,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
WI_2022_04,23.952708,1,3,225,2178,10,9,6,2,2,0,0,0,0,100,5,0,60,30,5,0,94,1,5,0,0,0.25,0,0,2,0,0,1,0,0,1,0,0,-0.534670914,1.462957592,0.12080264,-0.753694808,1.276690957,-0.913753587,-2.064505658,-0.453104679,1.503979743,0.32513045,-1.758410702,-0.98358954
WI_2022_05,6.984340362,0,2,3584,269201,75,3,15.5,3,3,1,100,0,0,0,0,10,90,0,0,0,17,45,38,0,0,0.07,1,1,3,0,0,0,1,0,0,0,1,-0.108954647,-1.584929077,1.567322529,-2.020643891,1.848372043,2.1714026,0.371337782,1.621963991,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2022_06,1.394926344,0,1,7980,1035857,130,3,28,2,3,1,90,0,0,10,0,0,0,60,10,30,12,51,36,1,0,0.32,1,5,2,0,0,0,1,0,0,0,1,0.898502655,-1.28014041,1.42267054,0.94785268,0.070433552,2.281225584,0.51844742,1.86157127,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2022_07,5.46802056,0,1,2300,43560,19,6,2.8,1,3,1,0,0,0,100,0,0,100,0,0,0,28,37,33,0,2,1.38,1,1,2,0,0,0,1,0,0,0,1,-0.40854906,1.462957592,0.12080264,-1.970517126,2.344278014,1.642288,0.041715785,1.621963991,-0.603700978,-1.858377407,1.132348543,-0.169598565
WI_2022_08,6.84849024,0,2,861,127631,148,5,48,1,1,1,90,0,0,10,10,10,0,80,0,0,18,49,33,0,0,0.25,0,0,2,0,0,0,1,0,1,0,0,-0.361826892,-1.28014041,1.42267054,0.893468033,-0.135987093,2.079705348,0.316552697,-0.453104679,-0.603700978,-1.858377407,-1.758410702,-0.98358954
